arm,seed,step,actor/distillation/abs_loss,actor/distillation/delta_ell_absmean,actor/distillation/delta_ell_p5,actor/distillation/delta_ell_p95,actor/distillation/entropy_gap_abs,actor/distillation/entropy_student,actor/distillation/entropy_teacher_topk,actor/distillation/loss,actor/distillation/overlap_student_mass,actor/distillation/overlap_teacher_mass,actor/distillation/overlap_token_advantage,actor/distillation/pg_clipfrac,actor/distillation/ppo_kl,actor/distillation/rank_kendall_tau,actor/distillation/student_mass,actor/distillation/teacher_mass,actor/entropy,actor/grad_norm,actor/loss,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/mean,critic/rewards/mean,critic/score/mean,perf/time_per_step,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,rollout_corr/chi2_seq,rollout_corr/chi2_token,rollout_corr/k3_kl,rollout_corr/kl,rollout_corr/ppl_ratio,rollout_corr/rollout_ppl,rollout_corr/training_ppl,timing_s/gen,training/rollout_actor_probs_pearson_corr,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,val/math500_greedy
e2_set_coverage,2,25,0.0602308,,,,0.210321,0.265455,0.336347,0.0608133,0.989949,0.982509,-0.0294573,,,0.439821,0.990121,0.997838,0.267789,0.604537,0.0608133,,,,,0.0332432,0.046875,0.046875,112.108,0,0.0078125,12392,1609.59,0.683439,0.00118577,0.000650196,0.000707215,1.00098,1.52431,1.52588,59.093,0.99901,0.174435,0.00352863,0.59
e2_set_coverage,2,50,0.0211486,,,,0.0984925,0.0867619,0.145703,0.0213528,0.998423,0.995015,-0.0156433,,,0.407915,0.998438,0.999684,0.0873318,0.126454,0.0213528,,,,,0.0141989,0.0546875,0.0546875,968.148,0,0.804688,16384,14451.5,6.4142,0.00061965,0.000278869,0.000249872,1.00031,1.11205,1.11242,763.205,0.999455,0.191702,0.00165204,0.596
e2_set_coverage,2,75,0.0282024,,,,0.134749,0.148778,0.217753,0.0290982,0.998187,0.994186,-0.0191483,,,0.404974,0.998207,0.999624,0.15299,0.10478,0.0290982,,,,,0.0455686,0.0703125,0.0703125,796.101,0,0.617188,16384,12394.1,176.807,0.000940442,0.000480201,0.000494014,1.00064,1.20788,1.20871,611.072,0.998588,0.241262,0.00285807,0.598
e2_set_coverage,2,100,0.0373674,,,,0.17304,0.198274,0.284522,0.0381005,0.997994,0.99343,-0.0252543,,,0.432379,0.998014,0.999566,0.202745,0.10354,0.0381005,,,,,0.0735319,0.09375,0.09375,751.714,0,0.46875,16384,11939.7,-0.750455,0.00130558,0.000674557,0.000700308,1.00078,1.26197,1.26299,574.94,0.998523,0.47966,0.00396496,0.598
e2_set_coverage,2,125,0.0371828,,,,0.167884,0.206463,0.285483,0.0378173,0.997927,0.992883,-0.02393,,,0.439884,0.997948,0.999566,0.21009,0.0860558,0.0378173,,,,,0.0700201,0.0859375,0.0859375,920.343,0,0.703125,16384,14206.8,-0.996321,0.00144374,0.000732216,0.000746391,1.00079,1.2586,1.25963,712.952,0.998375,0.576016,0.00415496,0.498
e2_set_coverage,2,150,0.0327715,,,,0.150467,0.190304,0.263736,0.0327026,0.998273,0.993683,-0.0213149,,,0.440109,0.998291,0.9996,0.189103,0.0643056,0.0327026,,,,,0.102331,0.101562,0.101562,1105.93,0,0.984375,16384,16260.9,-0.889308,0.00136924,0.000677035,0.000676222,1.00068,1.21186,1.2127,867.36,0.998736,0.545034,0.00381469,0.48
e2_set_coverage,2,175,0.0309627,,,,0.143395,0.185967,0.254934,0.0308842,0.998378,0.994009,-0.0198775,,,0.445603,0.998394,0.999587,0.185437,0.050571,0.0308842,,,,,0.0831741,0.0859375,0.0859375,1145.17,0,0.984375,16384,16285.6,-0.999162,0.00125933,0.000678596,0.000729977,1.00074,1.20667,1.20757,867.107,0.998452,0.63947,0.00379737,0.472
e2_set_coverage,2,200,0.030476,,,,0.144853,0.197767,0.26827,0.0305785,0.998396,0.99391,-0.0194941,,,0.446339,0.998413,0.999543,0.197951,0.049387,0.0305785,,,,,0.0791809,0.078125,0.078125,1095.02,0,0.96875,16384,16165.5,18.7304,0.00146854,0.000718133,0.000708406,1.00071,1.224,1.22489,859.083,0.998414,0.788262,0.0039527,0.478
e2_set_coverage,2,225,0.030754,,,,0.144048,0.203984,0.270346,0.0306616,0.998453,0.994306,-0.0192614,,,0.452115,0.99847,0.999571,0.203245,0.0461308,0.0306616,,,,,0.0624999,0.0625,0.0625,1114.58,0,1,16384,16384,-0.973081,0.00147235,0.000743279,0.000757114,1.00076,1.22777,1.22871,877.146,0.998461,0.561913,0.00406843,0.474
e2_set_coverage,2,250,0.0301787,,,,0.142146,0.200136,0.266448,0.0300972,0.998538,0.994287,-0.018984,,,0.45543,0.998553,0.999566,0.199453,0.0531004,0.0300972,,,,,0.0981899,0.101562,0.101562,1111.13,0,0.976562,16384,16189.8,117.135,0.00146222,0.000733692,0.000742854,1.00075,1.22506,1.22599,859.082,0.998419,0.318126,0.0040186,0.476
e3_zvalue,0,50,0.14619,,,,0.192361,0.259434,0.164428,0.145629,0.979246,0.979152,-0.0128539,,,0.393027,0.980025,0.986767,0.25129,1.31098,0.145629,,,,,0.0175074,0.046875,0.046875,316.452,0,0.140625,16384,3573.04,0.169701,0.000492454,0.000236751,0.00022833,1.00151,24.7077,25.1064,240.402,0.999583,0.289028,0.00113138,0.634
e3_zvalue,0,75,0.104168,,,,0.0953672,0.0714255,0.117123,0.106898,0.996572,0.993873,-0.021927,,,0.411594,0.996632,0.998249,0.0785421,0.62286,0.106898,,,,,0.00435958,0.0390625,0.0390625,637.311,0,0.484375,16384,9393.82,132.163,0.000400662,0.000192042,0.000184998,1.00044,4.98711,4.99315,490.869,0.998919,0.238167,0.00110918,0.64
e3_zvalue,0,100,0.102207,,,,0.108763,0.0891997,0.163662,0.104692,0.997965,0.995218,-0.017943,,,0.439346,0.997995,0.999484,0.0936669,0.367073,0.104692,,,,,0.0140414,0.046875,0.046875,758.307,0,0.570312,16384,11320.3,13.1372,0.00056076,0.000290919,0.000303323,1.00041,1.9082,1.9086,582.907,0.998696,0.277294,0.00174471,0.602
e3_zvalue,0,125,0.0850395,,,,0.104483,0.0819915,0.159591,0.0876263,0.998755,0.996524,-0.016935,,,0.460001,0.998766,0.999707,0.0868461,0.211555,0.0876263,,,,,0.00736463,0.03125,0.03125,844.63,0,0.703125,16384,13071.3,1.57254,0.000629544,0.00029667,0.000280529,1.00042,1.14048,1.14102,652.963,0.998562,0.399734,0.00177165,0.564
e3_zvalue,0,150,0.0914064,,,,0.127922,0.107389,0.200947,0.0945269,0.998669,0.996218,-0.0199034,,,0.477321,0.99868,0.999673,0.112896,0.162614,0.0945269,,,,,0.0198478,0.046875,0.046875,772.758,0,0.585938,16384,12100.3,110.449,0.000871539,0.000404766,0.000378688,1.00047,1.16012,1.16069,594.822,0.998638,0.431141,0.00234225,0.524
e3_zvalue,0,175,0.101497,,,,0.14961,0.127355,0.235929,0.103835,0.998313,0.995322,-0.0231221,,,0.476352,0.998329,0.999579,0.131845,0.204025,0.103835,,,,,0.0376485,0.0546875,0.0546875,701.317,0,0.460938,16384,11260.2,0.293011,0.000938773,0.000485234,0.000503533,1.00064,1.18104,1.18182,540.721,0.998487,0.342489,0.00281968,0.508
e3_zvalue,0,200,0.106862,,,,0.161182,0.13881,0.254021,0.108592,0.998192,0.99504,-0.0258618,,,0.484474,0.99821,0.999555,0.142388,0.156704,0.108592,,,,,0.0419524,0.078125,0.078125,689.944,0,0.375,16384,10933.3,-0.291649,0.00113845,0.000560309,0.00055969,1.0007,1.1911,1.19196,532.735,0.998285,0.37975,0.00313327,0.55
e3_zvalue,0,225,0.111313,,,,0.178205,0.160362,0.2877,0.112789,0.997971,0.994669,-0.026754,,,0.489018,0.997996,0.999481,0.163086,0.135348,0.112789,,,,,0.0677456,0.101562,0.101562,648.54,0,0.320312,16384,10655.5,6.79232,0.00130165,0.000635868,0.000628745,1.00075,1.21137,1.21232,496.712,0.99831,0.594636,0.00353344,0.578
e3_zvalue,0,250,0.111373,,,,0.180412,0.165943,0.293395,0.11234,0.997922,0.994766,-0.0277066,,,0.496032,0.997948,0.999467,0.167655,0.144905,0.11234,,,,,0.0632446,0.0859375,0.0859375,629.361,0,0.242188,16384,10407.3,-0.71326,0.0014317,0.00067599,0.000642796,1.00074,1.21864,1.21957,480.252,0.99825,0.665441,0.00369848,0.588
e3_zvalue,1,25,0.240548,,,,1.34688,2.01708,0.755619,0.240922,0.829446,0.85094,-0.0148987,,,0.437168,0.835748,0.877332,2.02666,2.28926,0.240922,,,,,0.0476565,0.0546875,0.0546875,148.727,0,0.0234375,16384,1477.7,1.39868,0.00199461,0.000900489,0.000807053,0.998332,134.927,133.48,92.3251,0.999799,0.129816,0.00266198,0.572
e3_zvalue,1,50,0.159871,,,,0.0982832,0.108588,0.106453,0.161319,0.99261,0.991245,-0.0119951,,,0.371826,0.992832,0.9965,0.116907,1.54055,0.161319,,,,,0.0137621,0.03125,0.03125,397.406,0,0.210938,16384,4593.68,4.08893,0.000331879,0.00017578,0.000186261,1.0004,49.0289,49.5591,310.533,0.999338,0.467578,0.000947675,0.612
e3_zvalue,1,75,0.107062,,,,0.0797858,0.0630158,0.107212,0.108398,0.997327,0.995118,-0.0154821,,,0.421987,0.997378,0.999171,0.0654908,0.654401,0.108398,,,,,0.00392256,0.0234375,0.0234375,730.661,0,0.578125,16384,10874.6,3.5162,0.000354648,0.000180975,0.000185185,1.00016,6.04763,5.92937,562.809,0.998846,0.454926,0.00104851,0.638
e3_zvalue,1,100,0.0989432,,,,0.111627,0.0878907,0.168361,0.101583,0.998202,0.995343,-0.0190805,,,0.445448,0.998217,0.999642,0.0925379,0.317313,0.101583,,,,,0.00860582,0.0546875,0.0546875,749.572,0,0.578125,16384,11356.8,14.4271,0.000632405,0.000308477,0.000301594,1.00039,1.15582,1.1563,582.823,0.998618,0.772688,0.00182451,0.626
e3_zvalue,1,125,0.090154,,,,0.112072,0.0905764,0.172625,0.093175,0.998681,0.996258,-0.0181485,,,0.459482,0.998692,0.999683,0.0960581,0.223541,0.093175,,,,,0.032527,0.078125,0.078125,807.601,0,0.609375,16384,12217.2,9.21087,0.000630617,0.000331429,0.000349582,1.00041,1.14114,1.14162,618.841,0.99745,0.241355,0.00196843,0.546
e3_zvalue,1,150,0.0914282,,,,0.125508,0.103919,0.195827,0.0937762,0.998652,0.996091,-0.019964,,,0.477676,0.998663,0.999661,0.108079,0.171169,0.0937762,,,,,0.0258841,0.0546875,0.0546875,843.402,0,0.664062,16384,13064.8,0.664548,0.000812531,0.000390637,0.000379413,1.00044,1.14568,1.14621,654.857,0.998472,0.370847,0.00227783,0.514
e3_zvalue,1,175,0.0998425,,,,0.150125,0.125395,0.234829,0.102101,0.998414,0.995603,-0.0236585,,,0.482311,0.99843,0.999599,0.129127,0.144857,0.102101,,,,,0.0634352,0.117188,0.117188,716.124,0,0.46875,16384,11546.5,135.871,0.0010252,0.000481701,0.000458054,1.00053,1.17289,1.17354,548.754,0.998281,0.336195,0.00278201,0.512
e3_zvalue,1,200,0.102455,,,,0.157041,0.137003,0.25009,0.104441,0.99818,0.995207,-0.0241509,,,0.485092,0.998199,0.999545,0.140672,0.136698,0.104441,,,,,0.0321075,0.046875,0.046875,701.917,0,0.421875,16384,11321.6,1.3756,0.00111067,0.000529273,0.000508258,1.00059,1.1899,1.19062,536.743,0.998438,0.421916,0.00299949,0.548
e3_zvalue,1,225,0.111008,,,,0.173986,0.153814,0.277144,0.112336,0.99811,0.995074,-0.0275562,,,0.490349,0.998129,0.999537,0.156317,0.139575,0.112336,,,,,0.0481479,0.0703125,0.0703125,652.601,0,0.328125,16384,10748.9,-0.889101,0.00133443,0.000656458,0.00067176,1.00077,1.2043,1.20525,494.711,0.99815,0.722889,0.00353238,0.592
e3_zvalue,1,250,0.116874,,,,0.192552,0.177808,0.313972,0.117931,0.997682,0.994389,-0.0291789,,,0.493671,0.99771,0.99944,0.180022,0.125585,0.117931,,,,,0.0400735,0.0546875,0.0546875,554.816,0,0.234375,16384,9826.27,-0.944687,0.00134993,0.00070668,0.000746865,1.00084,1.23954,1.24062,412.577,0.999115,0.626764,0.00393893,0.606
e3_zvalue,2,25,0.197956,,,,0.485138,0.724127,0.310277,0.197886,0.941069,0.949125,-0.013035,,,0.408692,0.943104,0.962436,0.717525,2.86989,0.197886,,,,,0,0,0,173.26,0,0.0390625,16384,1793.29,2.22106,0.000810146,0.00042903,0.000453072,1.00229,119.645,120.305,112.447,0.999782,0.187526,0.00163989,0.532
e3_zvalue,2,50,0.176106,,,,0.140095,0.180316,0.116628,0.176756,0.985666,0.985386,-0.00859447,,,0.360899,0.986125,0.99163,0.183632,2.00921,0.176756,,,,,0.0168991,0.046875,0.046875,334.713,0,0.164062,16384,3608.27,0.466975,0.000243425,0.000185572,0.000244888,1.00141,45.7889,45.6203,254.627,0.999532,0.865782,0.000875691,0.608
e3_zvalue,2,75,0.112823,,,,0.0971972,0.0887891,0.110795,0.115828,0.994788,0.992643,-0.0141252,,,0.408099,0.994928,0.997162,0.100855,0.821012,0.115828,,,,,0.0139205,0.0234375,0.0234375,559.868,0,0.390625,16384,7835.23,10.5785,0.00040853,0.000186771,0.00016971,1.00109,20.0586,20.4336,432.781,0.999152,0.182207,0.00105238,0.634
e3_zvalue,2,100,0.101517,,,,0.102889,0.0790532,0.150948,0.103817,0.998303,0.995531,-0.0182285,,,0.44349,0.998316,0.999612,0.0832169,0.404923,0.103817,,,,,0.0146374,0.0390625,0.0390625,757.862,0,0.585938,16384,11325.3,2.24645,0.000651598,0.000281244,0.000239663,1.00054,1.35808,1.36287,580.965,0.998592,0.456456,0.00165436,0.636
e3_zvalue,2,125,0.0931911,,,,0.108184,0.086859,0.165779,0.09544,0.998685,0.996345,-0.0174861,,,0.460137,0.998697,0.999704,0.0901171,0.260479,0.09544,,,,,0.0419591,0.0703125,0.0703125,845.148,0,0.671875,16384,12980.8,0.753337,0.000627637,0.000306162,0.000305372,1.00039,1.13008,1.13055,646.946,0.997755,0.775286,0.00181312,0.572
e3_zvalue,2,150,0.0869166,,,,0.115469,0.0914412,0.176647,0.0886073,0.998723,0.996359,-0.0184116,,,0.472294,0.998735,0.999662,0.0943648,0.177061,0.0886073,,,,,0.0542899,0.109375,0.109375,900.276,0,0.703125,16384,13464.5,0.692092,0.00211346,0.000364031,0.000328989,1.00041,1.12247,1.12296,680.998,0.998487,0.515004,0.00198429,0.528
e3_zvalue,2,175,0.100568,,,,0.14626,0.1228,0.227826,0.102795,0.998433,0.995737,-0.0233697,,,0.480894,0.998446,0.999637,0.1268,0.156931,0.102795,,,,,0.0455119,0.078125,0.078125,743.197,0,0.507812,16384,11804.1,26.7289,0.000967145,0.000472686,0.000464661,1.00055,1.17062,1.17128,568.817,0.998068,0.721295,0.00274392,0.522
e3_zvalue,2,200,0.0956735,,,,0.144855,0.126558,0.231657,0.0978852,0.998353,0.995689,-0.0219611,,,0.488848,0.998371,0.999582,0.130766,0.131682,0.0978852,,,,,0.0346848,0.0625,0.0625,742.103,0,0.492188,16384,11625,4.54502,0.000972152,0.00047988,0.000478536,1.00058,1.17765,1.17836,562.782,0.998414,0.31862,0.00275893,0.538
e3_zvalue,2,225,0.106293,,,,0.168436,0.150993,0.270725,0.108039,0.998199,0.995254,-0.0256488,,,0.491379,0.99822,0.999547,0.154457,0.126066,0.108039,,,,,0.0367012,0.078125,0.078125,686.57,0,0.398438,16384,11124.2,-0.810066,0.00124812,0.000602816,0.000598869,1.00072,1.20416,1.20506,520.737,0.998536,0.404649,0.00339849,0.57
e3_zvalue,2,250,0.111962,,,,0.181481,0.166743,0.294735,0.113141,0.99793,0.994883,-0.0278519,,,0.492987,0.997956,0.99949,0.16898,0.135106,0.113141,,,,,0.057684,0.09375,0.09375,601.285,0,0.273438,16384,10223.4,9.62906,0.00139058,0.000663441,0.000636458,1.00071,1.21931,1.22019,449.072,0.998279,0.583011,0.00367107,0.572
f1_soft_log,0,25,0.269862,0.269862,-1.29512,0.274397,,,,0.194282,,,,0,0,,,,0.5322,1.49346,0.194283,0,0,-0.0300118,0,0.0300118,0.0625,0.0625,114.627,0,0.0078125,16384,1699.07,12.793,0.00146353,0.000828537,0.00092594,1.00105,3.35047,3.35482,64.1777,0.999362,0.451442,0.00405804,0.584
f1_soft_log,0,50,0.202079,0.202079,-1.18196,0.124521,,,,0.156202,,,,0,0,,,,0.217979,0.76345,0.156202,0,0,-0.0253796,0,0.0253796,0.0625,0.0625,665.724,0,0.515625,16384,11040.1,-0.516854,0.00113189,0.000613797,0.000663492,1.00072,1.31116,1.31217,506.586,0.999141,0.314751,0.00348331,0.602
f1_soft_log,0,75,0.303535,0.303535,-1.50136,0.293423,,,,0.218309,,,,0,0,,,,0.379074,0.566711,0.218309,0,0,-0.0858574,0,0.0858574,0.117188,0.117188,487.226,0,0.140625,16384,9320.77,87.6398,0.00218999,0.00105894,0.00103142,1.00104,1.49113,1.49272,349.417,0.998723,0.289782,0.00571089,0.638
f1_soft_log,0,100,0.301621,0.301621,-1.45811,0.303095,,,,0.215682,,,,0,0,,,,0.411477,0.413125,0.215682,0,0,-0.0452055,0,0.0452055,0.0625,0.0625,465.685,0,0.0859375,16384,9332.9,-0.279029,0.00230944,0.001139,0.00113147,1.00116,1.55822,1.56009,332.489,0.998577,0.454714,0.00591397,0.628
f1_soft_log,0,125,0.309119,0.309119,-1.47779,0.324746,,,,0.218943,,,,0,0,,,,0.435216,0.423544,0.218943,0,0,-0.113695,0,0.113695,0.132812,0.132812,424.532,0,0.0390625,16384,8875.21,-0.627307,0.00238347,0.00122134,0.00125526,1.00125,1.59238,1.59443,293.872,0.998688,0.378025,0.00621797,0.606
f1_soft_log,0,150,0.293661,0.293661,-1.41438,0.310879,,,,0.206707,,,,0,0,,,,0.422047,0.359405,0.206707,0,0,-0.0772947,0,0.0772947,0.09375,0.09375,414.24,0,0.0234375,16384,8885.22,-0.974431,0.002455,0.00119588,0.00117424,1.0012,1.57814,1.5801,288.476,0.998827,0.486621,0.00601353,0.642
f1_soft_log,0,175,0.295941,0.295941,-1.41329,0.319192,,,,0.207222,,,,0,0,,,,0.437743,0.396036,0.207222,0,0,-0.055741,0,0.055741,0.078125,0.078125,409.944,0,0.0234375,16384,8846.84,2.95223,0.00257313,0.00124526,0.00120777,1.00123,1.58681,1.58882,284.679,0.998717,0.339477,0.00620828,0.634
f1_soft_log,0,200,0.201822,0.201822,-1.18193,0.181165,,,,0.141397,,,,0,0,,,,0.277948,0.425279,0.141397,0,0,-0.111433,0,0.111432,0.109375,0.109375,1040.41,0,0.960938,16384,16081.5,-0.994299,0.0017978,0.000877647,0.000866462,1.00087,1.32957,1.33074,813.535,0.998891,0.613866,0.00449033,0.46
f1_soft_log,0,225,0.194258,0.194258,-1.15142,0.17689,,,,0.135207,,,,0,0,,,,0.279779,0.229519,0.135207,0,0,-0.0862237,0,0.0862237,0.0859375,0.0859375,1053.33,0,0.984375,16384,16329.6,-0.955884,0.00172567,0.000858957,0.000859844,1.00086,1.32873,1.32989,827.907,0.99872,0.474237,0.00433975,0.494
f1_soft_log,0,250,0.185204,0.185204,-1.12797,0.160963,,,,0.128779,,,,0,0,,,,0.271245,0.216368,0.128779,0,0,-0.055545,0,0.055545,0.0546875,0.0546875,1043.35,0,0.96875,16384,16131,-0.998821,0.0016917,0.000828999,0.000829622,1.00084,1.3184,1.31953,817.191,0.998822,0.544106,0.0041268,0.462
f1_soft_log,1,25,0.232262,0.232262,-1.14087,0.198303,,,,0.170229,,,,0,0,,,,0.38002,1.2047,0.170229,0,0,-0.0420934,0,0.0420934,0.0859375,0.0859375,133.702,0,0.03125,16384,1788.06,14.2756,0.00145566,0.000637192,0.000554804,1.00024,19.4059,18.5737,74.1983,0.999326,0.15484,0.00322127,0.578
f1_soft_log,1,50,0.212343,0.212343,-1.2254,0.143046,,,,0.160379,,,,0,0,,,,0.24214,0.820216,0.160379,0,0,-0.0150075,0,0.0150075,0.0703125,0.0703125,681.465,0,0.539062,16384,11187.1,-0.432535,0.0012815,0.000647961,0.000658555,1.00074,1.33882,1.33991,519.871,0.998923,0.215013,0.00365709,0.612
f1_soft_log,1,75,0.307165,0.307165,-1.49685,0.300182,,,,0.221043,,,,0,0,,,,0.387463,0.603489,0.221043,0,0,-0.0657299,0,0.0657299,0.09375,0.09375,470.498,0,0.140625,16384,9114.95,64.9532,0.00198698,0.00107185,0.00115334,1.00113,1.50956,1.51131,338.712,0.998727,0.514492,0.0057641,0.618
f1_soft_log,1,100,0.301622,0.301622,-1.45642,0.301728,,,,0.216644,,,,0,0,,,,0.413142,0.409756,0.216644,0,0,-0.0795656,0,0.0795656,0.09375,0.09375,460.471,0,0.09375,16384,9343.7,-0.570388,0.00236285,0.00113623,0.00109677,1.00112,1.5648,1.5666,333.382,0.998752,0.576643,0.00587057,0.632
f1_soft_log,1,125,0.307958,0.307958,-1.47234,0.32258,,,,0.218144,,,,0,0,,,,0.433524,0.389324,0.218144,0,0,-0.115387,0,0.115387,0.140625,0.140625,412.739,0,0.03125,16384,8807.05,-0.996875,0.00234258,0.0012189,0.00127175,1.0013,1.58268,1.58481,290.472,0.998617,0.731043,0.00616402,0.636
f1_soft_log,1,150,0.28867,0.28867,-1.40957,0.302068,,,,0.203508,,,,0,0,,,,0.416061,0.3779,0.203508,0,0,-0.0849725,0,0.0849725,0.101562,0.101562,416.619,0,0.0546875,16384,8968.79,9.47186,0.00248456,0.0012023,0.00116269,1.00122,1.5684,1.57041,292.719,0.998719,0.301424,0.00598419,0.62
f1_soft_log,1,175,0.285506,0.285506,-1.38994,0.303808,,,,0.200407,,,,0,0,,,,0.423202,0.365646,0.200407,0,0,-0.0730656,0,0.0730656,0.101562,0.101562,388.898,0,0.0234375,16384,8561.44,-0.935634,0.00263858,0.00120486,0.00119331,1.00124,1.56919,1.57118,272.428,0.998705,0.297019,0.00593679,0.608
f1_soft_log,1,200,0.238678,0.238678,-1.30048,0.225029,,,,0.171159,,,,0,0,,,,0.346876,0.377264,0.171159,0,0,-0.0758299,0,0.0758299,0.09375,0.09375,757.41,0,0.476562,16384,13067.1,-0.997588,0.00185061,0.00101462,0.00110705,1.00118,1.46862,1.47043,583.503,0.99882,0.64982,0.00505955,0.454
f1_soft_log,1,225,0.187812,0.187812,-1.14001,0.163225,,,,0.130586,,,,0,0,,,,0.26738,0.22308,0.130586,0,0,-0.0983147,0,0.0983147,0.101562,0.101562,1052.97,0,0.984375,16384,16242.9,-0.993345,0.00168931,0.000825366,0.000812068,1.00082,1.31309,1.3142,825.378,0.998784,0.61832,0.00413836,0.458
f1_soft_log,1,250,0.194332,0.194332,-1.15091,0.179445,,,,0.135261,,,,0,0,,,,0.28501,0.231164,0.135261,0,0,-0.0758642,0,0.0758642,0.078125,0.078125,1031.55,0,0.960938,16384,16119.4,-0.865688,0.00177372,0.000866712,0.000854442,1.00086,1.33817,1.33934,815.162,0.998766,0.407919,0.00436871,0.43
f1_soft_log,2,25,0.319507,0.319507,-1.51484,0.311353,,,,0.229143,,,,0,0,,,,0.730102,1.73632,0.229143,0,0,-0.0119564,0,0.0119564,0.03125,0.03125,95.4354,0,0.0078125,11151,1383.28,3.18721,0.00216115,0.000951933,0.000831499,1.00107,17.1419,17.1696,42.1518,0.999392,0.299772,0.00441065,0.602
f1_soft_log,2,50,0.177546,0.177546,-1.09509,0.0904213,,,,0.137497,,,,0,0,,,,0.185863,0.682746,0.137497,0,0,-0.0258022,0,0.0258022,0.0625,0.0625,773.701,0,0.632812,16384,12488,785.746,0.00101006,0.000525585,0.000548414,1.0006,1.24534,1.24614,598.801,0.9989,0.255153,0.00299944,0.614
f1_soft_log,2,75,0.307011,0.307011,-1.49215,0.296526,,,,0.222077,,,,0,0,,,,0.379269,0.603488,0.222077,0,0,-0.0618122,0,0.0618122,0.101562,0.101562,473.501,0,0.164062,16384,9168.52,-0.312634,0.00214314,0.00106306,0.00105874,1.00108,1.49612,1.4978,344.528,0.998777,0.456102,0.00579156,0.616
f1_soft_log,2,100,0.307073,0.307073,-1.48192,0.310844,,,,0.219549,,,,0,0,,,,0.41722,0.437394,0.219549,0,0,-0.0937562,0,0.0937561,0.117188,0.117188,450.16,0,0.0703125,16384,9080.31,-0.31039,0.00236666,0.00115484,0.00113673,1.00112,1.54482,1.54663,317.427,0.998835,0.4638,0.00600203,0.632
f1_soft_log,2,125,0.282577,0.282577,-1.37989,0.290361,,,,0.200336,,,,0,0,,,,0.402706,0.381801,0.200336,0,0,-0.084095,0,0.0840951,0.109375,0.109375,462.94,0,0.09375,16384,9423.02,0.536556,0.00215375,0.00112298,0.0011733,1.00119,1.55349,1.55543,330.486,0.999024,0.381228,0.00567457,0.618
f1_soft_log,2,150,0.290891,0.290891,-1.40872,0.303954,,,,0.20558,,,,0,0,,,,0.419651,0.37887,0.20558,0,0,-0.122847,0,0.122847,0.164062,0.164062,394.182,0,0.0546875,16384,8598.08,4.10641,0.00253308,0.00119677,0.00113639,1.00114,1.55715,1.55898,270.484,0.998831,0.400749,0.00600903,0.634
f1_soft_log,2,175,0.286345,0.286345,-1.40984,0.29949,,,,0.202504,,,,0,0,,,,0.403699,0.3447,0.202504,0,0,-0.105786,0,0.105786,0.132812,0.132812,458.637,0,0.046875,16384,9395.82,-0.965825,0.00241876,0.00119499,0.0011864,1.00122,1.53358,1.5355,318.927,0.998658,0.505355,0.00599448,0.626
f1_soft_log,2,200,0.261006,0.261006,-1.33381,0.262604,,,,0.185274,,,,0,0,,,,0.379777,0.345851,0.185274,0,0,-0.0921326,0,0.0921326,0.109375,0.109375,569.899,0,0.210938,16384,10974.8,-0.999593,0.00216436,0.00112495,0.00117029,1.00126,1.51679,1.51878,422.706,0.998729,0.77518,0.00559275,0.458
f1_soft_log,2,225,0.185302,0.185302,-1.12585,0.164622,,,,0.128771,,,,0,0,,,,0.273385,0.240047,0.128771,0,0,-0.109375,0,0.109375,0.109375,0.109375,1044.76,0,1,16384,16384,9.53618,0.00162077,0.000820996,0.000835044,1.00084,1.31897,1.3201,829.178,0.998794,0.684019,0.0041031,0.438
f1_soft_log,2,250,0.187935,0.187935,-1.11486,0.171403,,,,0.130137,,,,0,0,,,,0.2744,0.235778,0.130137,0,0,-0.078508,0,0.078508,0.078125,0.078125,1037.95,0,0.984375,16384,16304.1,-0.921979,0.00167441,0.000838179,0.000844464,1.00085,1.32188,1.32304,823.933,0.998688,0.635436,0.00424968,0.45
f2_hard_clip,0,25,0.55189,0.55189,-2.96574,0.227582,,,,0.442986,,,,0,0,,,,0.392283,3.4392,0.442986,0,0,-0.0342626,0,0.0342626,0.0703125,0.0703125,113.625,0,0.015625,16384,1690.3,1.97625,0.00140524,0.000691214,0.00068209,1.00076,2.03125,2.0327,66.1811,0.999248,0.399488,0.00351567,0.596
f2_hard_clip,0,50,0.331439,0.331439,-1.87472,0.0697777,,,,0.278702,,,,0,0,,,,0.154502,1.32797,0.278702,0,0,-0.0408445,0,0.0408445,0.0859375,0.0859375,744.003,0,0.609375,16384,12111.7,0.200534,0.000914216,0.000457912,0.000462549,1.00059,1.27038,1.27124,580.805,0.998736,0.503386,0.00267924,0.624
f2_hard_clip,0,75,0.553924,0.553924,-3.03682,0.226254,,,,0.449173,,,,0,0,,,,0.282222,1.21065,0.449173,0,0,-0.042223,0,0.042223,0.0703125,0.0703125,486.314,0,0.1875,16384,9490.33,17.6474,0.00182474,0.000883994,0.000861246,1.00092,1.36731,1.36862,356.521,0.998528,0.27108,0.0049752,0.624
